ligand_id,ligand_name,num_atoms,spm_score,molskill_score,is_ns
6747,NS-021804788-0000,16,-0.881965,-0.720000,Yes
6748,1soo_A_rec_2gcq_doi_lig_tt_min_0_pocket10_gen_sample_5,26,-4.097601,22.830000,No
6749,NS-006090131-0000,29,-0.865589,-1.430000,Yes
6750,5p8y_A_rec_3nwe_662_lig_tt_docked_0_pocket10_gen_sample_4,31,-2.762551,10.130000,No
6751,NS-019490824-0000,20,-0.172107,5.740000,Yes
6752,NS-013221884-0000,22,-1.636516,6.630000,Yes
6753,3o8h_A_rec_5j3l_6fr_lig_tt_docked_3_pocket10_gen_sample_15,15,-0.623725,0.080000,No
6754,3hs7_A_rec_3ntb_t1n_lig_tt_min_0_pocket10_gen_sample_3,17,-0.462693,11.680000,No
6755,NS-012167467-0000,22,-0.583653,1.300000,Yes
6756,NS-018424449-0000,25,-0.324092,2.260000,Yes
6757,5ktq_A_rec_4bwm_doc_lig_tt_min_0_pocket10_gen_sample_11,18,-1.234346,13.640000,No
6758,NS-012326533-0000,22,-0.541108,14.210000,Yes
6759,1zui_A_rec_1zui_skm_lig_it1_it2_tt_docked_1_pocket10_gen_sample_17,12,-4.093162,22.360000,No
6760,5e8w_A_rec_2wou_zzf_lig_tt_min_0_pocket10_gen_sample_7,26,-1.911145,20.190000,No
6761,NS-021513603-0000,31,-1.234262,1.660000,Yes
6762,5eva_A_rec_5ewd_5sh_lig_tt_docked_10_pocket10_gen_sample_17,12,-2.322309,19.220000,No
6763,2ydj_A_rec_3pa3_c70_lig_tt_min_0_pocket10_gen_sample_19,26,-2.699943,-8.420000,No
6764,NS-006346837-0000,29,-0.738433,-2.870000,Yes
6765,1p60_A_rec_2noa_3tc_lig_tt_docked_0_pocket10_gen_sample_13,15,-3.024849,14.990000,No
6766,NS-015195143-0000,24,-0.394096,-0.700000,Yes
6767,1kr6_A_rec_3fgd_bya_lig_tt_min_0_pocket10_gen_sample_7,14,-4.186992,-3.270000,No
6768,NS-018414522-0000,22,0.248255,1.000000,Yes
6769,2vp9_D_rec_1ot3_thm_lig_tt_docked_0_pocket10_gen_sample_11,17,-3.593007,18.140000,No
6770,NS-019346484-0000,23,-0.593673,1.790000,Yes
6771,NS-023362303-0000,23,-0.845270,7.330000,Yes
6772,3owu_A_rec_1cqs_equ_lig_tt_docked_0_pocket10_gen_sample_10,20,-2.841588,19.900000,No
6773,NS-023347069-0000,25,-0.022314,-8.990000,Yes
6774,NS-019337349-0000,21,-1.510660,-1.870000,Yes
6775,NS-049953459-0000,20,-0.923066,0.080000,Yes
6776,NS-022348236-0000,21,-0.653849,2.940000,Yes
6777,NS-020356230-0000,24,-0.677932,-17.220000,Yes
6778,NS-000625725-0000,14,-1.454922,14.460000,Yes
6779,NS-014344325-0000,26,-0.873056,5.090000,Yes
6780,3qaq_A_rec_2chz_093_lig_tt_min_0_pocket10_gen_sample_7,24,-1.715044,4.230000,No
6781,3onw_B_rec_3qi2_gdp_lig_tt_min_0_pocket10_gen_sample_12,28,-2.331778,15.610000,No
6782,NS-019588942-0000,24,-0.594312,-3.790000,Yes
6783,NS-026902654-0000,28,-1.357000,-3.040000,Yes
6784,1f0u_A_rec_3a7z_o14_lig_tt_docked_2_pocket10_gen_sample_10,19,-1.248590,1.320000,No
6785,5al0_A_rec_4n86_gbj_lig_tt_docked_9_pocket10_gen_sample_1,24,-3.782413,1.310000,No
6786,NS-020407947-0000,29,-1.127943,2.030000,Yes
6787,NS-014437307-0001,24,0.153977,10.140000,Yes
6789,4y2r_A_rec_1zd2_nc3_lig_tt_docked_2_pocket10_gen_sample_1,14,-0.267566,-14.710000,No
6790,NS-022433209-0000,20,-1.494089,13.640000,Yes
6791,5i43_A_rec_2wo9_068_lig_tt_docked_0_pocket10_gen_sample_8,23,-2.166615,1.490000,No
6792,NS-017010822-0000,23,-0.715599,-11.110000,Yes
6793,NS-016089249-0000,29,-1.029686,5.590000,Yes
6794,NS-015816038-0000,30,-1.721334,-8.310000,Yes
6795,NS-008780685-0000,13,-0.271996,5.690000,Yes
6796,3leo_A_rec_3hkk_gts_lig_tt_docked_0_pocket10_gen_sample_1,23,-3.038192,16.520000,No
6797,NS-019709368-0000,24,-1.118325,14.830000,Yes
6798,4ymq_A_rec_5g43_5im_lig_tt_docked_0_pocket10_gen_sample_9,12,-1.811019,22.330000,No
6799,5ayz_A_rec_4kww_pht_lig_tt_min_0_pocket10_gen_sample_1,12,-2.855406,8.810000,No
6800,3naz_C_rec_4kqm_glc_lig_tt_docked_6_pocket10_gen_sample_5,12,-4.161306,21.170000,No
6801,NS-042294658-0000,17,-0.740510,8.270000,Yes
6802,NS-019468016-0000,21,0.280194,-11.290000,Yes
6803,1adl_A_rec_1lic_hds_lig_tt_min_0_pocket10_gen_sample_18,20,-1.338156,-5.750000,No
6804,NS-014135323-0000,19,0.708092,-0.580000,Yes
6805,NS-019238100-0000,27,-0.962435,2.800000,Yes
6806,NS-019199998-0000,22,0.522474,1.000000,Yes
6808,5aal_A_rec_4avh_fk9_lig_tt_min_0_pocket10_gen_sample_9,13,-2.107410,5.390000,No
6809,3g1o_A_rec_5ipa_6c8_lig_tt_docked_2_pocket10_gen_sample_19,14,-2.211528,5.720000,No
6810,NS-022328879-0000,35,-1.470205,-5.450000,Yes
6812,NS-015270265-0000,25,-0.910581,5.260000,Yes
6813,NS-049945308-0000,25,-1.526878,-5.930000,Yes
6814,1zg7_B_rec_2jew_720_lig_tt_min_0_pocket10_gen_sample_9,17,-2.380805,4.530000,No
6815,NS-042211191-0000,23,-0.731057,-10.730000,Yes
6816,5t27_A_rec_2wxm_zzm_lig_tt_docked_1_pocket10_gen_sample_1,21,-2.706862,3.410000,No
6817,NS-022248590-0000,12,-0.854210,4.130000,Yes
6818,NS-012496687-0000,21,0.271266,-12.170000,Yes
6819,4cwr_A_rec_5lo5_70m_lig_tt_min_0_pocket10_gen_sample_10,30,-2.135480,-4.100000,No
6820,NS-020294616-0000,28,-0.991577,-0.260000,Yes
6821,NS-022353412-0000,22,0.200683,-15.010000,Yes
6823,NS-021508986-0000,25,-0.837084,3.700000,Yes
6824,NS-013213509-0000,25,-1.886920,3.380000,Yes
6825,NS-012442447-0000,28,-1.716854,9.540000,Yes
6826,5m8g_B_rec_5m8d_ugi_lig_tt_min_0_pocket10_gen_sample_7,28,-1.024181,-1.380000,No
6827,NS-012374953-0000,26,-1.390492,15.870000,Yes
6828,5aqs_A_rec_5aqh_zvo_lig_it2_tt_docked_16_pocket10_gen_sample_6,14,-1.299574,0.600000,No
6829,3f28_A_rec_3fgd_bya_lig_tt_min_0_pocket10_gen_sample_9,14,-2.330304,20.190000,No
6830,4kai_A_rec_3fqk_79z_lig_tt_docked_0_pocket10_gen_sample_5,31,-2.824877,7.320000,No
6831,NS-016871500-0000,27,-0.432415,4.790000,Yes
6832,5dq5_A_rec_5dq2_5ho_lig_tt_docked_1_pocket10_gen_sample_14,17,-1.522543,5.060000,No
6833,NS-023348819-0000,27,-1.449293,-6.410000,Yes
6834,4zbc_B_rec_1xyc_3mf_lig_tt_min_0_pocket10_gen_sample_13,13,-1.475459,22.940000,No
6835,2jid_A_rec_2iiv_565_lig_tt_min_0_pocket10_gen_sample_11,24,-1.974310,-0.540000,No
6836,NS-051112631-0000,30,-0.545622,3.810000,Yes
6837,NS-012638598-0000,14,0.288656,-0.750000,Yes
6838,1amr_A_rec_1aia_pmp_lig_tt_docked_0_pocket10_gen_sample_11,16,-3.633475,22.280000,No
6839,NS-012921554-0000,20,-0.043523,2.480000,Yes
6840,NS-018434857-0000,26,-0.677294,-1.910000,Yes
6841,1kwx_B_rec_1kwu_mma_lig_tt_docked_1_pocket10_gen_sample_6,13,-3.610360,27.730000,No
6842,1dra_A_rec_3qyo_q24_lig_tt_min_0_pocket10_gen_sample_9,12,-2.156872,14.520000,No
6843,1rqp_A_rec_2v7v_5fd_lig_tt_docked_0_pocket10_gen_sample_14,19,-6.122478,25.110000,No
6844,4n97_A_rec_4n9a_2j2_lig_tt_min_0_pocket10_gen_sample_8,17,-0.702471,10.610000,No
6845,NS-017245637-0000,26,-0.704560,1.060000,Yes
6846,3nb5_A_rec_5ljq_anv_lig_tt_docked_13_pocket10_gen_sample_3,23,-2.138678,-15.160000,No
6847,NS-014885250-0000,25,-0.281980,-11.460000,Yes
6848,1igx_A_rec_1fe2_lax_lig_tt_min_0_pocket10_gen_sample_2,22,-0.967301,14.140000,No
6849,NS-019630342-0000,23,-0.879933,-9.890000,Yes
6850,3wk4_A_rec_4y2y_49z_lig_tt_docked_5_pocket10_gen_sample_15,17,-1.796831,19.790000,No
6851,2woa_C_rec_2w0d_cgs_lig_tt_min_0_pocket10_gen_sample_7,27,-2.597026,18.700000,No
6852,3wka_A_rec_5aia_kwb_lig_tt_min_0_pocket10_gen_sample_9,16,-3.616431,16.250000,No
6853,1o2q_A_rec_1o2r_cr9_lig_tt_docked_0_pocket10_gen_sample_13,28,-3.556322,8.040000,No
6854,NS-015363832-0000,32,-0.658920,0.440000,Yes
6855,5ev8_C_rec_1jje_bys_lig_tt_min_0_pocket10_gen_sample_15,25,-1.444749,15.130000,No
6856,3f15_A_rec_3rtt_klh_lig_tt_docked_3_pocket10_gen_sample_7,20,-2.324992,6.270000,No
6857,NS-005878517-0001,23,-0.060686,11.780000,Yes
6858,1d8d_B_rec_1d8e_fii_lig_tt_docked_0_pocket10_gen_sample_19,24,-1.468956,7.640000,No
6859,NS-021877793-0000,19,-0.512575,-7.650000,Yes
6860,3cej_A_rec_3cej_avf_lig_tt_docked_0_pocket10_gen_sample_16,31,-3.414990,13.830000,No
6861,NS-019769430-0000,27,-0.564006,-3.850000,Yes
6862,NS-012609060-0000,28,-0.717307,-3.470000,Yes
6863,2g8a_A_rec_2g8d_ump_lig_tt_docked_0_pocket10_gen_sample_11,20,-1.947113,5.100000,No
6864,NS-020196308-0000,26,-1.182444,-12.530000,Yes
6865,2gms_A_rec_2gms_p0p_lig_tt_min_0_pocket10_gen_sample_13,17,-1.807672,12.640000,No
6866,NS-017929625-0000,29,-0.960724,-5.650000,Yes
6867,1xoe_A_rec_2qwh_g39_lig_tt_docked_2_pocket10_gen_sample_7,20,-2.270779,-5.030000,No
6868,NS-016903426-0000,23,-0.770036,-9.210000,Yes
6869,3apd_A_rec_3apc_mmd_lig_tt_docked_0_pocket10_gen_sample_3,26,-4.842015,18.290000,No
6870,NS-012495034-0000,27,-1.125991,2.330000,Yes
6871,1bs1_A_rec_1bs1_adp_lig_tt_docked_0_pocket10_gen_sample_10,19,-1.894935,2.280000,No
6872,4rrw_A_rec_4fm5_df0_lig_tt_docked_1_pocket10_gen_sample_3,17,-2.702628,8.100000,No
6873,NS-019283924-0000,25,0.002992,-18.320000,Yes
6874,1zxc_A_rec_2i47_kgy_lig_tt_docked_6_pocket10_gen_sample_10,30,-2.823535,17.530000,No
6875,NS-049985572-0000,21,-0.391793,6.950000,Yes
6876,5h19_A_rec_5h24_lqg_lig_tt_docked_0_pocket10_gen_sample_1,18,-3.715310,0.730000,No
6877,2r9p_C_rec_5tp0_brn_lig_tt_min_0_pocket10_gen_sample_13,11,-2.103868,11.320000,No
6878,4nm3_A_rec_5oy4_b4k_lig_tt_min_0_pocket10_gen_sample_7,21,-3.444755,24.610000,No
6879,5cbj_A_rec_5c7v_pyc_lig_tt_min_0_pocket10_gen_sample_11,8,-1.595369,15.550000,No
6880,NS-051106633-0000,25,-0.445310,-3.520000,Yes
6881,4fgc_A_rec_4f8b_gd1_lig_tt_docked_1_pocket10_gen_sample_11,13,-2.412518,13.450000,No
6882,NS-006609264-0000,22,-0.925704,0.960000,Yes
6883,1eqg_A_rec_1eqg_ibp_lig_tt_docked_0_pocket10_gen_sample_17,15,-1.986388,-3.810000,No
6884,NS-012558431-0000,29,-0.673451,2.180000,Yes
6885,NS-042194516-0000,15,-1.813330,15.920000,Yes
6886,4y3f_A_rec_4y53_47b_lig_tt_min_0_pocket10_gen_sample_1,17,-3.052625,21.960000,No
6887,NS-013810830-0000,27,-0.435980,-4.600000,Yes
6888,1e7f_A_rec_2bxp_myr_lig_tt_docked_11_pocket10_gen_sample_9,17,-1.246583,18.560000,No
6889,NS-012751381-0000,18,-0.616853,-1.320000,Yes
6890,NS-014365489-0000,27,0.122623,8.370000,Yes
6891,NS-014134224-0000,26,-0.429299,-6.730000,Yes
6892,NS-016096410-0000,37,-0.654506,-0.700000,Yes
6893,NS-006072378-0000,25,-1.381447,3.860000,Yes
6894,NS-017324235-0000,24,-1.289984,12.460000,Yes
6895,4e6d_A_rec_4d0w_vvq_lig_tt_docked_2_pocket10_gen_sample_4,23,-2.429224,-5.160000,No
6896,NS-019878349-0000,20,-0.720531,-17.840000,Yes
6897,7std_A_rec_7std_crp_lig_tt_min_0_pocket10_gen_sample_5,20,-1.172418,21.010000,No
6898,NS-050168183-0000,27,-1.328302,8.720000,Yes
6899,NS-023602302-0000,33,-0.787288,-2.780000,Yes
6900,1q6s_A_rec_1gfy_col_lig_tt_min_0_pocket10_gen_sample_16,18,-2.776433,1.820000,No
6901,NS-020206964-0000,18,0.347249,-6.540000,Yes
6902,4zaa_A_rec_4za7_4lv_lig_tt_min_0_pocket10_gen_sample_17,12,-3.015794,11.890000,No
6903,3mos_A_rec_4kxy_1u0_lig_tt_min_0_pocket10_gen_sample_7,30,-2.683213,-11.300000,No
6904,1a4q_B_rec_1nsd_dan_lig_tt_docked_2_pocket10_gen_sample_9,20,-3.467689,-8.380000,No
6905,2xp4_A_rec_2xp7_4f8_lig_tt_docked_0_pocket10_gen_sample_11,17,-3.832654,24.860000,No
6906,NS-013611839-0000,36,-1.988390,13.540000,Yes
6907,4n8e_A_rec_5ism_6dg_lig_tt_docked_0_pocket10_gen_sample_10,27,-2.923001,12.000000,No
6908,NS-014485595-0000,18,-0.048945,3.540000,Yes
6909,5hmw_A_rec_5hmw_lnw_lig_tt_docked_8_pocket10_gen_sample_8,20,-3.349797,24.290000,No
6910,NS-006218907-0000,17,-0.635911,-12.360000,Yes
6911,4qyd_A_rec_5ewd_5sh_lig_tt_docked_9_pocket10_gen_sample_11,12,-2.024443,19.550000,No
6912,3d67_C_rec_4p10_2b8_lig_tt_min_0_pocket10_gen_sample_13,19,-3.983447,20.710000,No
6913,NS-006043537-0000,17,0.558956,19.620000,Yes
6914,1k9s_D_rec_1pke_2fd_lig_tt_docked_0_pocket10_gen_sample_17,19,-1.872561,15.400000,No
6915,NS-014309851-0000,27,-0.953052,-14.360000,Yes
6916,5id7_A_rec_2xvu_9dn_lig_tt_min_0_pocket10_gen_sample_10,25,-3.980440,22.830000,No
6917,NS-022754674-0000,14,-0.836316,6.000000,Yes
6918,NS-015946689-0000,28,-1.763737,1.630000,Yes
6919,NS-025003071-0000,20,-0.843166,9.330000,Yes
6920,1aax_A_rec_1c83_oai_lig_tt_min_0_pocket10_gen_sample_12,18,-2.840142,21.410000,No
6921,NS-015061665-0000,28,0.430055,5.070000,Yes
6922,NS-019539155-0000,20,0.070631,-6.450000,Yes
6923,NS-009593805-0000,14,-0.460751,11.030000,Yes
6924,5ezg_A_rec_5ioz_6c4_lig_tt_min_0_pocket10_gen_sample_15,14,0.075842,13.840000,No
6925,NS-016907327-0000,34,-1.141952,-8.310000,Yes
6926,3apf_A_rec_3pre_3re_lig_tt_docked_3_pocket10_gen_sample_17,26,-2.182210,-0.270000,No
6927,2poc_A_rec_2puv_m6r_lig_tt_min_0_pocket10_gen_sample_11,16,-3.119188,12.540000,No
6928,NS-009234908-0000,17,0.268312,-9.450000,Yes
6929,4oyr_B_rec_4oim_jus_lig_tt_docked_0_pocket10_gen_sample_15,22,-0.964134,-0.990000,No
6930,4pjt_B_rec_3l3m_a92_lig_tt_docked_0_pocket10_gen_sample_5,25,-2.172795,6.920000,No
6931,3fr5_A_rec_3p6f_fbz_lig_tt_min_0_pocket10_gen_sample_7,12,-1.472589,8.270000,No
6932,1kav_A_rec_2f6t_1c2_lig_tt_min_0_pocket10_gen_sample_2,26,-2.999905,11.080000,No
6933,3fr5_A_rec_3fr4_f8a_lig_tt_docked_0_pocket10_gen_sample_11,27,-1.647542,-5.760000,No
6934,NS-012930506-0000,22,-1.448642,11.480000,Yes
6935,4bdf_A_rec_4bdh_wvi_lig_tt_docked_1_pocket10_gen_sample_19,12,-2.923355,22.480000,No
6936,NS-008672871-0000,13,0.352690,8.550000,Yes
6937,3hs6_A_rec_3nt1_nps_lig_tt_docked_3_pocket10_gen_sample_9,17,-1.983969,15.520000,No
6938,4xe0_A_rec_5t7f_76c_lig_tt_min_0_pocket10_gen_sample_18,33,-4.315656,7.330000,No
6939,NS-017812282-0000,28,-1.085632,16.060000,Yes
6940,1q6s_A_rec_1c85_oba_lig_tt_docked_1_pocket10_gen_sample_7,15,-2.245148,21.480000,No
6941,NS-017084578-0000,27,0.024943,0.630000,Yes
6942,5u45_B_rec_3d5f_l41_lig_tt_min_0_pocket10_gen_sample_3,29,-3.373518,-12.810000,No
6943,NS-023365081-0000,27,-1.568904,9.490000,Yes
6944,5hcv_A_rec_4uda_dex_lig_tt_min_0_pocket10_gen_sample_15,28,-4.250311,15.230000,No
6945,NS-022368994-0000,18,0.376714,17.030000,Yes
6946,4y2x_A_rec_4y2t_49q_lig_tt_docked_2_pocket10_gen_sample_16,18,-4.960405,17.840000,No
6947,NS-021562927-0000,33,-0.678637,-7.410000,Yes
6948,NS-012577244-0000,28,-0.779364,-8.910000,Yes
6949,NS-024767763-0000F6713-5980,27,-0.684679,3.610000,Yes
6950,NS-019842464-0000,14,1.131120,-22.270000,Yes
6951,4rfl_A_rec_4rgq_13p_lig_tt_docked_0_pocket10_gen_sample_15,10,-1.959587,11.400000,No
6952,5f0h_A_rec_5ipa_6c8_lig_tt_min_0_pocket10_gen_sample_15,14,-1.802162,18.720000,No
6954,NS-014371530-0000,14,-0.866984,14.210000,Yes
6955,NS-023867357-0000ethyl3-methyl-4-345-trimethoxybenzylaminoisoxazolo5,29,-1.041590,-2.690000,Yes
6956,4mht_A_rec_1fjx_sah_lig_tt_min_0_pocket10_gen_sample_10,26,-1.214772,-0.710000,No
6957,NS-018477820-0000,15,0.433558,-8.550000,Yes
6958,NS-016460272-0000,22,-0.663567,2.790000,Yes
6959,NS-023451639-0000,21,-0.339187,3.460000,Yes
6960,NS-011661648-0000,24,-1.195995,6.230000,Yes
6961,1tjp_A_rec_1cw2_hsp_lig_tt_min_0_pocket10_gen_sample_14,17,-1.192271,-8.240000,No
6962,NS-015446267-0000,27,-0.832234,6.790000,Yes
6963,m_274552____23518926____15964968____15974334,24,-0.696972,3.320918,No
6964,m_275592____18896076____15841646____15862306,29,-1.154030,-2.692450,No
6965,NS-011577701-0001,19,-1.115231,1.540000,Yes
6966,m_282151____29668488____25195474____25268536,24,-0.375949,-16.199469,No
6967,NS-020250023-0000,17,-0.638226,-18.030000,Yes
6968,m_282151____27590586____25192374____30190206,21,-1.237056,1.033272,No
6969,m_275592____15865484____14135886____15857452,29,-0.956296,0.219394,No
6970,NS-017200467-0000,24,-0.128623,8.290000,Yes
6971,m_274552____23521860____15946388____15975070,25,-1.449983,-2.613180,No
6972,NS-013418359-0000,26,-0.361293,-0.730000,Yes
6973,s_27____308690____12237756,18,-0.579265,-11.563876,No
6974,m_274552____23522234____15971004____15980976,26,-0.889354,13.459160,No
6975,m_279130____28136834____28189608____28196168,26,-0.361748,-7.688553,No
6976,NS-020285125-0000,22,-0.370575,4.240000,Yes
6977,s_2708____28771744____13473356,22,-1.096716,-3.617089,No
6978,NS-043753446-0000,29,-1.041650,-3.230000,Yes
6979,m_275592____15865702____14141752____19070352,26,-0.798434,2.175416,No
6980,NS-006141510-0000,25,-0.226319,-0.430000,Yes
6981,m_275592____20018314____14139506____15862754,29,-1.253879,11.094754,No
6982,m_274552____23522066____13732544____15979214,25,-0.810670,1.640952,No
6983,NS-014980563-0000,26,-1.007953,5.670000,Yes
6984,s_22____24035632____3377896,21,-1.285669,-20.070364,No
6985,m_2718____23912302____29071332,25,-1.189516,-1.930694,No
6986,NS-014534903-0000,26,-1.404169,-0.460000,Yes
6987,s_282770____26479170____26467164,21,-1.335720,-6.363278,No
6988,NS-022431379-0000,21,-1.166078,11.370000,Yes
6989,s_11____28251776____13901112,22,-1.273170,-20.639629,No
6990,s_2708____23821592____9478322,26,-1.089482,-11.330598,No
6991,m_274552____23521914____15969246____25026330,26,-0.446317,-16.862551,No
6992,NS-015363531-0000,26,0.274829,-1.130000,Yes
6993,m_40____17659344____11352016,17,0.488385,1.593190,No
6994,m_282151____25178520____25168834____25241846,26,-0.577539,14.528312,No
6995,m_275592____14115118____14137652____15857578,27,-1.232049,2.914963,No
6996,m_282490____23959296____23973260____23981088,28,-0.953467,6.056799,No
6997,NS-021692299-0000,22,-1.023836,1.540000,Yes
6998,m_274552____23521380____23464432____25037386,27,-1.540667,6.689641,No
6999,s_196680____21695278____11543766,21,-1.092626,-14.137711,No
7000,m_279130____28136946____28167568____28194968,28,-0.458464,-0.599653,No
7001,NS-012853515-0000,18,-0.562123,13.430000,Yes
7002,m_281630____27030338____21625392____20772848,28,-1.331482,-1.820553,No
7003,NS-021927751-0000,20,-0.081275,-8.370000,Yes
7004,s_11____20997650____15614688,25,-1.432107,-21.042009,No
7005,NS-019756743-0000,24,-0.929688,0.250000,Yes
7006,m_282151____28219022____25171568____25272224,27,-0.814045,-3.148493,No
7007,NS-017304572-0000,22,-0.285611,8.130000,Yes
7008,s_1458____15717118____13914306,23,-1.128528,-9.003669,No
7009,NS-015297165-0000,27,-1.077700,8.090000,Yes
7010,m_282151____27634452____25168170____29813766,27,-0.653639,-12.935527,No
7011,m_275592____25028814____14141126____19060814,25,-1.306647,1.806869,No
7012,m_274552____18977408____25004034____25025860,27,-0.778274,8.604064,No
7013,m_274552____19178774____13733046____15979296,23,-0.762361,8.758704,No
7014,NS-020880463-0000,15,-1.031298,13.210000,Yes
7015,m_275592____18896490____15843850____25323988,28,-1.545216,10.284497,No
7016,NS-000627783-0000,19,-0.114468,1.610000,Yes
7017,m_274552____18613004____15963678____13453954,22,-1.152185,-10.919206,No
7018,NS-024154509-0000N1-2-ethylphenyl-2-6-oxo-3-3-3-pyridyl-124-oxadiaz,30,-0.519979,-6.140000,Yes
7019,s_1458____4836692____21808036,24,-0.503888,-1.230449,No
7020,NS-042400034-0000,19,-0.433358,-10.090000,Yes
7021,m_275592____18896540____18929072____25323292,26,-1.675231,10.041230,No
7022,NS-016074080-0000,20,-0.074350,7.640000,Yes
7023,m_274552____23520664____15965836____15975800,27,-1.385147,-8.681166,No
7024,NS-014036860-0000,21,0.001431,2.360000,Yes
7025,m_274552____23522746____15968772____15974380,27,-0.827183,10.010671,No
7026,s_527____12173766____17513334,26,-1.573298,15.529113,No
7027,s_2430____19659448____13214822,23,-1.238411,14.047825,No
7028,m_274552____23522176____15965838____25032198,27,-1.506370,-11.238098,No
7029,m_282030____21928492____23157412____21965130,21,-1.288533,-21.873550,No
7030,m_275592____24342040____15840406____19059382,27,-1.088640,4.271372,No
7031,m_282156____27659316____27546536____27577446,28,-0.942549,5.881982,No
7032,m_274552____23521130____13184844____15986484,25,-0.832105,-9.445028,No
7033,m_274552____18613024____25007316____15980518,23,-0.569410,8.855507,No
7034,NS-042510679-0000F6753-3340,24,-1.126257,-1.740000,Yes
7035,m_274552____23520828____15955738____15980340,27,-1.381621,-6.843906,No
7036,m_274552____23521036____24999574____15985840,23,-0.013739,-0.139086,No
7037,NS-012824988-0000,25,-0.739045,26.700000,Yes
7038,m_274552____18977408____13185476____25043646,24,-0.766725,-15.295007,No
7039,NS-012553841-0000,19,0.799871,-3.630000,Yes
7040,s_2718____14178264____29071754,29,-1.019663,15.224662,No
7041,m_282151____25180848____25177606____28789326,26,-1.372020,-9.187514,No
7042,NS-011139038-0000,12,-0.485512,26.630000,Yes
7043,s_2718____9787060____29066402,28,-1.069011,13.259136,No
7044,m_274552____23414924____24991010____15981774,26,-1.350018,10.741427,No
7045,NS-020273207-0000,22,-0.655816,-6.090000,Yes
7046,m_275592____23818874____13187326____14132012,25,-1.017875,15.261149,No
7047,NS-012800347-0000,19,-1.877627,-10.190000,Yes
7048,m_282151____25207308____25178526____30479198,22,-0.696727,-11.052831,No
7049,NS-020241612-0000,22,-0.682171,5.290000,Yes
7050,m_280530____26879936____18862138____23098510,24,-1.020382,8.473109,No
7051,s_240690____26978752____10695942,18,-0.372995,6.696491,No
7052,s_27____13164326____10854250,16,0.701118,-4.494709,No
7053,NS-042316349-0000,21,0.078604,22.730000,Yes
7054,m_274552____14900018____25006812____13453918,28,-1.210192,-4.859739,No
7055,m_282512____24305374____24221496,24,-1.268775,1.601960,No
7056,m_40____26696518____23160142,24,-1.559017,5.196428,No
7057,NS-021692256-0000,24,-0.887221,-1.010000,Yes
7058,m_274552____24795682____24978110____25041582,24,-0.314044,10.600181,No
7059,s_188690____28451494____25750420,22,-0.996466,-16.453907,No
7060,NS-017910982-0000,20,-1.182141,-8.130000,Yes
7061,m_282151____25196830____25184662____25266894,28,-0.831505,8.983592,No
7062,NS-049945791-0000,20,-0.483139,-22.670000,Yes
7063,m_274552____23522422____24965868____15975422,23,-0.400855,-13.821103,No
7064,m_282155____27474018____26430806____26431810,26,-0.039057,6.901367,No
7065,NS-000663424-0000,22,-0.436231,8.610000,Yes
7066,m_282151____25173452____25213468____25255316,26,-1.436752,-9.124941,No
7067,s_11____25839014____54612,23,-1.024022,-15.558535,No
7068,s_2718____7143458____29066930,25,-1.486192,-2.713113,No
7069,m_274552____23414924____24994832____13454362,22,-0.770065,-4.282079,No
7070,NS-022272513-0000,25,0.094598,-7.670000,Yes
7071,m_275592____20019306____13186948____25326770,24,-0.976929,-12.507296,No
7072,NS-023359758-0001,15,-1.030749,-0.520000,Yes
7073,m_274552____23519540____24970434____15978670,24,-1.703639,7.488305,No
7074,NS-012466659-0000,23,0.082587,7.400000,Yes
7075,m_282151____25176932____28635858____27624038,25,-1.544465,12.741105,No
7076,m_274552____23519898____24995752____15984184,26,-0.615844,18.424324,No
7077,m_275592____27188168____14137586____21841970,25,-0.867317,-2.276148,No
7078,NS-020360077-0000,23,0.187428,2.010000,Yes
7079,m_282151____34447058____30188436____25276906,23,-0.705231,-8.844582,No
7080,m_274552____23522682____15955626____15985168,26,-0.142053,-2.517885,No
7081,s_11____25794266____14916446,20,-0.665089,4.233202,No
7082,NS-016869599-0000,26,-0.392186,4.900000,Yes
7083,m_282151____25213822____25199692____28788166,27,-0.356907,0.411599,No
7084,m_281630____25334204____21619548____20772824,26,-0.451173,10.093060,No
7085,NS-016122585-0000,20,0.791383,-15.460000,Yes
7086,m_274552____23521560____15962558____15984772,23,-0.657131,-6.854411,No
7087,s_11____25800208____26276816,26,-1.292435,-6.426529,No
7088,NS-013363067-0000,31,-1.005967,5.770000,Yes
7089,m_282151____27674836____25183750____25253636,25,-0.797109,5.790166,No
7090,m_274552____18613028____24992806____15974380,25,-0.725337,14.444577,No
7091,NS-014085287-0000,29,-1.257071,-1.930000,Yes
7092,m_280530____18841006____18862148____18864988,26,-0.292687,19.421692,No
7093,NS-021522384-0000,25,-1.300488,-4.800000,Yes
7094,m_282151____25198300____25172700____28749442,23,-1.123509,4.917693,No
7095,s_2708____11967204____14522178,23,0.203846,-13.500308,No
7096,m_275592____15865278____15844528____15863962,28,-1.286202,-14.572936,No
7097,m_275592____15865284____14136570____25324148,25,-0.795261,-12.345222,No
7098,NS-022417902-0000,14,-1.046912,-5.150000,Yes
7099,s_40____13470240____34223132,25,-0.553452,8.065107,No
7100,NS-020145595-0000,27,-0.793880,2.130000,Yes
7101,m_274552____23519368____15960078____15982500,26,-1.076514,14.690726,No
